,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
878,878,2020-02-28,20:00:00,Sacramento Kings,Memphis Grizzlies,104,101,0,17794,MEM,SAC,"Dillon Brooks,Ja Morant,Kyle Anderson,Jonas Valančiūnas,De'Anthony Melton","Josh Jackson,Gorgui Dieng,Tyus Jones,John Konchar,Yuta Watanabe,Jordan Bell,Marko Guduric,Jarrod Uthoff","Nemanja Bjelica,De'Aaron Fox,Harrison Barnes,Harry Giles,Bogdan Bogdanović","Kent Bazemore,Buddy Hield,Alex Len,Cory Joseph,Justin James,Jabari Parker,Yogi Ferrell,Anthony Tolliver","Gediminas Petraitis,Jonathan Sterling,James Williams",61.96223240947134,38.79942423476906,68.45232676817831,68.05213103132937,3.0,27.666666666666664,96.66666666666669,102.66666666666669,102.33333333333331,108.0,205,0,0.7329545454545454,20.0
879,879,2020-02-28,20:00:00,Dallas Mavericks,Miami Heat,118,126,0,19704,MIA,DAL,"Duncan Robinson,Jimmy Butler,Bam Adebayo,Derrick Jones,Kendrick Nunn","Goran Dragić,Jae Crowder,Kelly Olynyk,Andre Iguodala,Tyler Herro,Chris Silva,Udonis Haslem,Solomon Hill","Kristaps Porziņģis,Luka Dončić,Tim Hardaway,Seth Curry,Dorian Finney-Smith","Maxi Kleber,Delon Wright,J.J. Barea,Michael Kidd-Gilchrist,Boban Marjanović,Justin Jackson,Courtney Lee","Kane Fitzgerald,Ben Taylor,Scott Wall",65.3628251079864,61.28923243754017,69.82487548927293,42.78256917825883,4.0,15.666666666666668,117.33333333333331,125.33333333333331,113.33333333333331,111.33333333333331,244,1,0.7329545454545454,20.0
880,880,2020-02-28,20:00:00,Oklahoma City Thunder,Milwaukee Bucks,86,133,0,18412,MIL,OKC,"Wesley Matthews,Giannis Antetokounmpo,Eric Bledsoe,Donte DiVincenzo,Brook Lopez","Sterling Brown,George Hill,Pat Connaughton,Robin Lopez,Marvin Williams,D.J. Wilson,Ersan İlyasova,Thanasis Antetokounmpo","Shai Gilgeous-Alexander,Chris Paul,Luguentz Dort,Hamidou Diallo,Steven Adams","Abdel Nader,Terrance Ferguson,Dennis Schröder,Deonte Burton,Mike Muscala,Nerlens Noel,Isaiah Roby,Kevin Hervey","Ray Acosta,John Goble,Tre Maddox",73.00124650881386,43.77990281062729,60.236395586667825,44.56017987313181,4.0,38.0,98.33333333333331,125.0,124.33333333333331,111.0,219,0,0.7329545454545454,20.0
881,881,2020-02-28,20:00:00,Cleveland Cavaliers,New Orleans Pelicans,104,116,0,18304,NOP,CLE,"Lonzo Ball,Jrue Holiday,Brandon Ingram,Zion Williamson,Derrick Favors","Nicolò Melli,Josh Hart,E'Twaun Moore,Jaxson Hayes,Frank Jackson,J.J. Redick,Jahlil Okafor","Collin Sexton,Darius Garland,Cedi Osman,Tristan Thompson,Kevin Love","Kevin Porter,Matthew Dellavedova,Larry Nance,Ante Žižić,Dylan Windler,Alfonzo McKinnie","Sean Corbin,Leroy Richardson,Michael Smith",89.02552023999391,61.19194510912777,73.76398305084746,12.0188995215311,5.0,22.33333333333333,114.66666666666669,124.0,116.0,107.33333333333331,220,1,0.7329545454545454,20.0
882,882,2020-02-28,21:00:00,Detroit Pistons,Phoenix Suns,113,111,0,17142,PHO,DET,"Devin Booker,Mikal Bridges,Deandre Ayton,Ricky Rubio,Dario Šarić","Jevon Carter,Cameron Johnson,Elie Okobo,Aron Baynes,Cheick Diallo,Ty Jerome","Christian Wood,Sviatoslav Mykhailiuk,Derrick Rose,Tony Snell,John Henson","Brandon Knight,Langston Galloway,Sekou Doumbouya,Donta Hall,Thon Maker,Derrick Walton,Khyri Thomas,Bruce Brown","Derrick Collins,Marat Kogut,Ed Malloy",76.96129077292358,36.47176595890882,53.703414434117,43.23290057492417,5.0,18.0,107.0,105.0,111.0,105.0,224,1,0.7329545454545454,21.0
883,883,2020-02-28,21:00:00,Washington Wizards,Utah Jazz,119,129,0,18306,UTA,WAS,"Rudy Gobert,Bojan Bogdanović,Donovan Mitchell,Mike Conley,Royce O'Neale","Joe Ingles,Jordan Clarkson,Tony Bradley,Georges Niang,Ed Davis,Rayjon Tucker,Juwan Morgan,Emmanuel Mudiay","Bradley Beal,Rui Hachimura,Shabazz Napier,Ian Mahinmi,Isaac Bonga","Dāvis Bertāns,Ish Smith,Jerome Robinson,Troy Brown,Thomas Bryant,Moritz Wagner,Gary Payton","Curtis Blair,Justin Van Duyne,Tom Washington",79.58822886615962,46.49135741652983,66.2766219585971,51.16776657039816,4.0,19.33333333333333,121.33333333333331,114.33333333333331,117.0,116.66666666666669,248,1,0.7329545454545454,21.0
884,884,2020-02-28,22:30:00,Denver Nuggets,Los Angeles Clippers,103,132,0,19068,LAC,DEN,"Kawhi Leonard,Marcus Morris,Paul George,Ivica Zubac,Patrick Beverley","Landry Shamet,JaMychal Green,Lou Williams,Montrezl Harrell,Reggie Jackson,Rodney McGruder,Amir Coffey,Patrick Patterson","Will Barton,Jamal Murray,Nikola Jokić,Gary Harris,Paul Millsap","Jerami Grant,Monte Morris,Torrey Craig,Mason Plumlee,Michael Porter,PJ Dozier,Jordan McRae,Vlatko Čančar","Matt Boland,Mark Lindsay,Zach Zarba",81.07980408072319,76.106039503476,76.44851097178685,48.992752489945886,5.0,41.33333333333333,104.0,119.66666666666669,117.66666666666669,107.0,235,1,0.7329545454545454,22.5
885,885,2020-02-29,17:00:00,Chicago Bulls,New York Knicks,115,125,0,19812,NYK,CHI,"Elfrid Payton,Julius Randle,RJ Barrett,Maurice Harkless,Taj Gibson","Mitchell Robinson,Kevin Knox,Frank Ntilikina,Bobby Portis,Wayne Ellington,Damyean Dotson,Allonzo Trier","Zach LaVine,Tomáš Satoranský,Thaddeus Young,Wendell Carter,Shaquille Harrison","Coby White,Ryan Arcidiacono,Daniel Gafford,Adam Mokoka,Denzel Valentine,Cristiano Felício","Kevin Cutler,J.B. DeRosa,Eric Lewis",55.688031233998956,50.73182167631046,50.56503242397139,36.48317883666721,6.0,15.333333333333336,111.66666666666669,106.33333333333331,123.0,113.33333333333331,240,1,0.7386363636363636,17.0
886,886,2020-02-29,19:30:00,Portland Trail Blazers,Atlanta Hawks,117,129,0,17765,ATL,POR,"De'Andre Hunter,John Collins,Kevin Huerter,Trae Young,Cam Reddish","Jeff Teague,Bruno Fernando,Treveon Graham,Vince Carter,Brandon Goodwin,Damian Jones","CJ McCollum,Trevor Ariza,Carmelo Anthony,Hassan Whiteside,Gary Trent","Wenyen Gabriel,Anfernee Simons,Mario Hezonja,Nassir Little,Caleb Swanigan,Jusuf Nurkić,Damian Lillard","Kane Fitzgerald,Nate Green,Ben Taylor",86.29943262979427,36.15742944327192,62.019820600061855,50.63462502959935,3.0,25.0,121.66666666666669,130.0,115.33333333333331,107.0,246,1,0.7386363636363636,19.5
887,887,2020-02-29,19:30:00,Brooklyn Nets,Miami Heat,113,116,0,19600,MIA,BRK,"Jimmy Butler,Kendrick Nunn,Bam Adebayo,Duncan Robinson,Derrick Jones","Goran Dragić,Jae Crowder,Kelly Olynyk,Andre Iguodala,Udonis Haslem,Chris Silva,Gabe Vincent,Solomon Hill","Caris LeVert,Spencer Dinwiddie,Joe Harris,Jarrett Allen,Taurean Waller-Prince","Garrett Temple,DeAndre Jordan,Wilson Chandler,Timothé Luwawu-Cabarrot,Rodions Kurucs,Chris Chiozza,Theo Pinson,Nicolas Claxton","Aaron Smith,Josh Tiven,Leon Wood",65.3628251079864,50.416892012008255,62.914472680097674,46.93880286380286,2.0,14.666666666666668,120.0,122.66666666666669,122.33333333333331,112.33333333333331,229,1,0.7386363636363636,19.5
888,888,2020-02-29,20:00:00,Indiana Pacers,Cleveland Cavaliers,113,104,0,19432,CLE,IND,"Kevin Love,Collin Sexton,Andre Drummond,Darius Garland,Cedi Osman","Kevin Porter,Larry Nance,Matthew Dellavedova,Ante Žižić,Matt Mooney,Dean Wade","Domantas Sabonis,T.J. Warren,Myles Turner,Malcolm Brogdon,Victor Oladipo","T.J. McConnell,Aaron Holiday,Justin Holiday,Doug McDermott,Goga Bitadze,JaKarr Sampson,Edmond Sumner,T.J. Leaf","Jason Goldenberg,Courtney Kirkland,Gediminas Petraitis",79.48328129646148,9.635566188197766,79.1274523290917,49.44194207685071,3.0,29.666666666666664,108.66666666666669,112.33333333333331,109.66666666666669,100.0,217,0,0.7386363636363636,20.0
889,889,2020-02-29,20:00:00,Los Angeles Lakers,Memphis Grizzlies,88,105,0,17794,MEM,LAL,"Dillon Brooks,Ja Morant,Kyle Anderson,Jonas Valančiūnas,De'Anthony Melton","Tyus Jones,Gorgui Dieng,Josh Jackson,Yuta Watanabe,John Konchar,Marko Guduric,Jarrod Uthoff,Jordan Bell","LeBron James,Anthony Davis,Avery Bradley,Alex Caruso,JaVale McGee","Kentavious Caldwell-Pope,Kyle Kuzma,Rajon Rondo,Dwight Howard,Markieff Morris,Troy Daniels,Jared Dudley,Quinn Cook","Brent Barnaky,Pat Fraher,Derek Richardson",61.96223240947134,38.799424234769056,73.2738747752557,57.180120811402645,3.0,34.66666666666667,98.66666666666669,105.66666666666669,102.33333333333331,108.0,193,0,0.7386363636363636,20.0
890,890,2020-02-29,20:30:00,Houston Rockets,Boston Celtics,111,110,1,19156,BOS,HOU,"Marcus Smart,Jayson Tatum,Jaylen Brown,Gordon Hayward,Daniel Theis","Grant Williams,Semi Ojeleye,Brad Wanamaker,Romeo Langford,Enes Kanter,Robert Williams,Javonte Green,Carsen Edwards","Russell Westbrook,James Harden,P.J. Tucker,Robert Covington,Danuel House","Austin Rivers,Eric Gordon,Jeff Green,Ben McLemore,Thabo Sefolosha,Bruno Caboclo,DeMarre Carroll,Tyson Chandler","Eric Dalen,Brian Forte,David Guthrie",84.0530124842706,34.09105505960328,91.98794339485019,50.92426047967654,6.0,21.333333333333336,117.0,121.0,108.33333333333331,122.0,221,1,0.7386363636363636,20.5
891,891,2020-02-29,20:30:00,Orlando Magic,San Antonio Spurs,113,114,0,18354,SAS,ORL,"Trey Lyles,DeMar DeRozan,Dejounte Murray,Bryn Forbes,Jakob Poeltl","Rudy Gay,Derrick White,Patty Mills,Drew Eubanks,Lonnie Walker,Marco Belinelli,Keldon Johnson,Luka Šamanić","Aaron Gordon,Nikola Vučević,Evan Fournier,Markelle Fultz,James Ennis","Terrence Ross,Michael Carter-Williams,D.J. Augustin,Mohamed Bamba,Gary Clark,Khem Birch,Vic Law,Wesley Iwundu","Mousa Dagher,Tyler Ford,Ken Mauer",55.747130923219096,51.68876618449771,70.7421160207692,44.67261904761904,4.0,19.0,104.0,110.33333333333331,115.66666666666669,119.33333333333331,227,1,0.7386363636363636,20.5
892,892,2020-02-29,21:00:00,Golden State Warriors,Phoenix Suns,115,99,0,16395,PHO,GSW,"Mikal Bridges,Devin Booker,Deandre Ayton,Ricky Rubio,Dario Šarić","Cameron Johnson,Elie Okobo,Jevon Carter,Aron Baynes,Ty Jerome,Cheick Diallo","Damion Lee,Andrew Wiggins,Juan Toscano-Anderson,Dragan Bender,Marquese Chriss","Mychal Mulder,Eric Paschall,Kevon Looney,Ky Bowman,Draymond Green,Jordan Poole","Mark Ayotte,Nick Buchert,J.T. Orr",76.96129077292358,36.47176595890882,55.716056547926996,52.64226166190671,3.0,30.666666666666664,110.0,100.66666666666669,113.33333333333331,103.0,214,0,0.7386363636363636,21.0
893,893,2020-03-01,13:00:00,Milwaukee Bucks,Charlotte Hornets,93,85,0,19149,CHO,MIL,"Terry Rozier,Miles Bridges,Devonte' Graham,P.J. Washington,Bismack Biyombo","Cody Martin,Caleb Martin,Willy Hernangómez,Jalen McDaniels,Cody Zeller,Joe Chealey,Nicolas Batum,Malik Monk","Giannis Antetokounmpo,Donte DiVincenzo,Wesley Matthews,Brook Lopez,Eric Bledsoe","George Hill,Pat Connaughton,Marvin Williams,Sterling Brown,Robin Lopez,Ersan İlyasova,D.J. Wilson,Thanasis Antetokounmpo","Bill Kennedy,Karl Lane,Scott Wall",68.8003075938014,48.23095232076045,73.00124650881388,43.77990281062729,4.0,27.66666666666667,103.0,92.66666666666669,105.33333333333331,112.66666666666669,178,0,0.7443181818181818,13.0
894,894,2020-03-01,15:30:00,Philadelphia 76ers,Los Angeles Clippers,130,136,0,19068,LAC,PHI,"Kawhi Leonard,Paul George,Marcus Morris,Patrick Beverley,Ivica Zubac","Lou Williams,Montrezl Harrell,Reggie Jackson,JaMychal Green,Landry Shamet,Patrick Patterson,Rodney McGruder,Amir Coffey","Tobias Harris,Shake Milton,Al Horford,Glenn Robinson,Josh Richardson","Furkan Korkmaz,Mike Scott,Alec Burks,Matisse Thybulle,Kyle O'Quinn,Norvel Pelle,Raul Neto","Derrick Collins,Ed Malloy,Scott Twardoski",81.07980408072319,76.106039503476,54.68381410256411,44.97550458250845,5.0,24.666666666666664,110.0,130.66666666666666,121.0,107.33333333333331,266,1,0.7443181818181818,15.5
895,895,2020-03-01,15:30:00,Dallas Mavericks,Minnesota Timberwolves,111,91,0,18058,MIN,DAL,"D'Angelo Russell,Malik Beasley,Juan Hernangómez,Naz Reid,Josh Okogie","Jarrett Culver,James Johnson,Jordan McLaughlin,Jake Layman,Kelan Martin,Jaylen Nowell,Karl-Anthony Towns","Kristaps Porziņģis,Delon Wright,Tim Hardaway,Dorian Finney-Smith,Seth Curry","Courtney Lee,Justin Jackson,J.J. Barea,Maxi Kleber,Michael Kidd-Gilchrist,Boban Marjanović","Brandon Adair,Marc Davis,Michael Smith",57.834147930922136,71.0195988891115,48.431997996395424,35.490261485951144,4.0,22.66666666666667,117.66666666666669,105.33333333333331,106.66666666666669,112.66666666666669,202,0,0.7443181818181818,15.5
896,896,2020-03-01,18:00:00,Toronto Raptors,Denver Nuggets,118,133,0,19777,DEN,TOR,"Jamal Murray,Nikola Jokić,Jerami Grant,Gary Harris,Will Barton","Monte Morris,Michael Porter,Torrey Craig,Mason Plumlee,Vlatko Čančar,PJ Dozier","Norman Powell,OG Anunoby,Pascal Siakam,Kyle Lowry,Rondae Hollis-Jefferson","Patrick McCaw,Terence Davis,Chris Boucher,Matt Thomas,Malcolm Miller,Stanley Johnson,Fred VanVleet,Dewan Hernandez","Ray Acosta,Tre Maddox,Tom Washington",76.01953369905956,25.88548897643237,77.68446647691931,43.875863533988536,4.0,30.0,110.66666666666669,125.33333333333331,113.33333333333331,108.0,251,1,0.7443181818181818,18.0
897,897,2020-03-01,18:00:00,Detroit Pistons,Sacramento Kings,100,106,0,17499,SAC,DET,"Harrison Barnes,De'Aaron Fox,Bogdan Bogdanović,Nemanja Bjelica,Harry Giles","Kent Bazemore,Alex Len,Buddy Hield,Cory Joseph,Justin James,Kyle Guy,Jabari Parker,Yogi Ferrell","Sviatoslav Mykhailiuk,Tony Snell,Christian Wood,John Henson,Derrick Rose","Brandon Knight,Langston Galloway,Sekou Doumbouya,Donta Hall,Derrick Walton,Khyri Thomas,Bruce Brown,Thon Maker","Curtis Blair,John Butler,Zach Zarba",68.45232676817831,65.54149273345702,53.703414434117,43.23290057492417,4.0,12.666666666666668,109.0,119.0,110.66666666666669,103.66666666666669,206,0,0.7443181818181818,18.0
898,898,2020-03-01,20:00:00,Los Angeles Lakers,New Orleans Pelicans,122,114,0,18547,NOP,LAL,"Brandon Ingram,Jrue Holiday,Lonzo Ball,Zion Williamson,Derrick Favors","Josh Hart,Nicolò Melli,E'Twaun Moore,Frank Jackson,J.J. Redick,Jahlil Okafor,Nickeil Alexander-Walker,Jaxson Hayes","LeBron James,Kyle Kuzma,Avery Bradley,JaVale McGee,Danny Green","Kentavious Caldwell-Pope,Dwight Howard,Rajon Rondo,Markieff Morris,Quinn Cook,Anthony Davis,Alex Caruso,Jared Dudley","Tony Brothers,Tony Brown,Jacyn Goble",89.02552023999391,66.33828657254242,61.847467876039296,72.67678532186027,3.0,28.0,116.33333333333331,116.0,101.66666666666669,108.66666666666669,236,1,0.7443181818181818,20.0
899,899,2020-03-01,20:30:00,Washington Wizards,Golden State Warriors,124,110,0,18064,GSW,WAS,"Andrew Wiggins,Damion Lee,Marquese Chriss,Juan Toscano-Anderson,Dragan Bender","Eric Paschall,Mychal Mulder,Jordan Poole,Ky Bowman,Kevon Looney,Draymond Green","Bradley Beal,Rui Hachimura,Shabazz Napier,Isaac Bonga,Thomas Bryant","Dāvis Bertāns,Jerome Robinson,Ish Smith,Troy Brown,Moritz Wagner,Anžejs Pasečņiks,Gary Payton,Ian Mahinmi","Matt Boland,Mark Lindsay,Rodney Mott",55.716056547926996,52.6422616619067,70.93451669543919,52.50987183355604,3.0,29.333333333333336,117.33333333333331,96.66666666666669,121.66666666666669,120.0,234,1,0.7443181818181818,20.5
900,900,2020-03-02,19:00:00,Utah Jazz,Cleveland Cavaliers,126,113,0,15453,CLE,UTA,"Kevin Porter,Cedi Osman,Collin Sexton,Larry Nance,Kevin Love","Matthew Dellavedova,Ante Žižić,Dean Wade,Matt Mooney,Darius Garland,Andre Drummond","Donovan Mitchell,Rudy Gobert,Bojan Bogdanović,Mike Conley,Royce O'Neale","Joe Ingles,Jordan Clarkson,Tony Bradley,Georges Niang,Miye Oni,Jarrell Brantley,Ed Davis,Emmanuel Mudiay","Mitchell Ervin,Eric Lewis,Derek Richardson",49.425,39.69384748465926,79.58822886615962,43.946714559386976,5.0,22.66666666666667,111.0,108.33333333333331,115.0,121.0,239,1,0.75,19.0
901,901,2020-03-02,19:00:00,Houston Rockets,New York Knicks,123,125,0,18142,NYK,HOU,"RJ Barrett,Julius Randle,Maurice Harkless,Taj Gibson,Elfrid Payton","Frank Ntilikina,Mitchell Robinson,Wayne Ellington,Bobby Portis,Kevin Knox,Allonzo Trier,Damyean Dotson","James Harden,Russell Westbrook,Robert Covington,P.J. Tucker,Danuel House","Eric Gordon,Ben McLemore,Jeff Green,Austin Rivers,DeMarre Carroll,Bruno Caboclo,Thabo Sefolosha,Tyson Chandler","Brent Barnaky,Brett Nansel,Josh Tiven",55.688031233998956,50.73182167631046,91.98794339485019,50.92426047967654,4.0,17.333333333333336,114.66666666666669,116.0,115.0,118.0,248,1,0.75,19.0
902,902,2020-03-02,19:00:00,Portland Trail Blazers,Orlando Magic,130,107,0,18078,ORL,POR,"Nikola Vučević,Evan Fournier,James Ennis,Gary Clark,Markelle Fultz","Terrence Ross,D.J. Augustin,Michael Carter-Williams,Mohamed Bamba,Wesley Iwundu,Melvin Frazier,Vic Law,Khem Birch","Trevor Ariza,CJ McCollum,Gary Trent,Hassan Whiteside,Carmelo Anthony","Mario Hezonja,Anfernee Simons,Caleb Swanigan,Wenyen Gabriel,Nassir Little","Gediminas Petraitis,Kevin Scott,Leon Wood",59.58004705525197,42.67261904761904,62.019820600061855,21.720831926151074,4.0,25.33333333333333,125.66666666666669,116.33333333333331,114.0,115.66666666666669,237,1,0.75,19.0
903,903,2020-03-02,19:30:00,Memphis Grizzlies,Atlanta Hawks,127,88,0,16207,ATL,MEM,"Kevin Huerter,John Collins,De'Andre Hunter,Trae Young,Bruno Fernando","Treveon Graham,Damian Jones,Brandon Goodwin,Jeff Teague,Vince Carter,Cam Reddish","Jonas Valančiūnas,Dillon Brooks,Ja Morant,De'Anthony Melton,Kyle Anderson","Gorgui Dieng,Josh Jackson,John Konchar,Tyus Jones,Anthony Tolliver,Marko Guduric,Yuta Watanabe,Jarrod Uthoff","David Guthrie,Marat Kogut,Evan Scott",80.06790553619824,42.38895653686798,61.96223240947133,39.10316598091728,4.0,44.33333333333334,120.66666666666669,119.33333333333331,117.33333333333331,112.0,215,0,0.75,19.5
904,904,2020-03-02,19:30:00,Milwaukee Bucks,Miami Heat,89,105,0,19600,MIA,MIL,"Bam Adebayo,Jimmy Butler,Duncan Robinson,Kendrick Nunn,Derrick Jones","Jae Crowder,Goran Dragić,Andre Iguodala,Kelly Olynyk,Gabe Vincent,Solomon Hill,Chris Silva,Udonis Haslem","Giannis Antetokounmpo,Brook Lopez,Khris Middleton,Wesley Matthews,Eric Bledsoe","Donte DiVincenzo,George Hill,Pat Connaughton,Marvin Williams,Ersan İlyasova,Sterling Brown,D.J. Wilson,Robin Lopez","Tony Brothers,Courtney Kirkland,Dedric Taylor",65.3628251079864,50.416892012008255,84.68414327306655,50.66973331910186,3.0,32.66666666666667,106.66666666666669,115.66666666666669,95.66666666666669,96.66666666666669,194,0,0.75,19.5
905,905,2020-03-02,20:00:00,Dallas Mavericks,Chicago Bulls,107,109,0,18407,CHI,DAL,"Thaddeus Young,Tomáš Satoranský,Wendell Carter,Denzel Valentine,Shaquille Harrison","Coby White,Daniel Gafford,Ryan Arcidiacono,Adam Mokoka,Otto Porter,Cristiano Felício","Luka Dončić,Tim Hardaway,Maxi Kleber,Dorian Finney-Smith,Courtney Lee","Delon Wright,Boban Marjanović,J.J. Barea,Justin Jackson,Michael Kidd-Gilchrist,Willie Cauley-Stein","Aaron Smith,Justin Van Duyne,James Williams",31.89836575730471,41.578416931905295,51.62315867003368,36.39494291563257,3.0,14.666666666666668,116.0,119.0,108.66666666666669,112.0,216,0,0.75,20.0
906,906,2020-03-02,20:30:00,Indiana Pacers,San Antonio Spurs,116,111,0,17635,SAS,IND,"DeMar DeRozan,Trey Lyles,Dejounte Murray,Bryn Forbes,Drew Eubanks","Rudy Gay,Patty Mills,Derrick White,Lonnie Walker,Marco Belinelli,Quinndary Weatherspoon,Keldon Johnson,Luka Šamanić","T.J. Warren,Malcolm Brogdon,Domantas Sabonis,Aaron Holiday,Myles Turner","Justin Holiday,Doug McDermott,T.J. McConnell,Edmond Sumner,JaKarr Sampson,Goga Bitadze,Alize Johnson,T.J. Leaf","Sean Corbin,Marc Davis,C.J. Washington",54.114125997110726,48.045909041640556,74.77201466330918,41.412764358017824,4.0,10.666666666666668,112.66666666666669,109.33333333333331,114.0,103.33333333333331,227,1,0.75,20.5
907,907,2020-03-03,19:00:00,San Antonio Spurs,Charlotte Hornets,104,103,0,12008,CHO,SAS,"Terry Rozier,P.J. Washington,Cody Martin,Miles Bridges,Cody Zeller","Jalen McDaniels,Caleb Martin,Willy Hernangómez,Joe Chealey,Bismack Biyombo,Malik Monk,Nicolas Batum","DeMar DeRozan,Trey Lyles,Dejounte Murray,Bryn Forbes,Drew Eubanks","Rudy Gay,Lonnie Walker,Patty Mills,Derrick White,Keldon Johnson,Luka Šamanić,Quinndary Weatherspoon","Tony Brown,Jason Goldenberg,Marat Kogut",59.23790893015031,39.61874780980837,54.114125997110726,42.25744750317902,3.0,6.333333333333334,99.33333333333331,98.33333333333331,112.66666666666669,106.66666666666669,207,0,0.7556818181818182,19.0
908,908,2020-03-03,19:30:00,Brooklyn Nets,Boston Celtics,129,120,1,19156,BOS,BRK,"Marcus Smart,Jaylen Brown,Daniel Theis,Kemba Walker,Gordon Hayward","Brad Wanamaker,Grant Williams,Javonte Green,Carsen Edwards,Enes Kanter,Robert Williams,Romeo Langford,Semi Ojeleye","Caris LeVert,Spencer Dinwiddie,Joe Harris,Taurean Waller-Prince,Jarrett Allen","DeAndre Jordan,Timothé Luwawu-Cabarrot,Garrett Temple,Rodions Kurucs,Chris Chiozza,Wilson Chandler,Theo Pinson,Nicolas Claxton","Mitchell Ervin,John Goble,Ben Taylor",81.6936904503723,34.09105505960328,62.914472680097674,46.93880286380286,6.0,18.666666666666664,124.33333333333331,123.66666666666669,125.66666666666669,120.0,249,1,0.7556818181818182,19.5
909,909,2020-03-03,20:00:00,Minnesota Timberwolves,New Orleans Pelicans,139,134,0,15264,NOP,MIN,"Jrue Holiday,Brandon Ingram,Lonzo Ball,Zion Williamson,Derrick Favors","Josh Hart,Nicolò Melli,E'Twaun Moore,Frank Jackson,Jaxson Hayes,Jahlil Okafor,Nickeil Alexander-Walker,J.J. Redick","Malik Beasley,Juan Hernangómez,D'Angelo Russell,Josh Okogie,Naz Reid","James Johnson,Jordan McLaughlin,Jarrett Culver,Jake Layman,Kelan Martin,Jaylen Nowell,Karl-Anthony Towns","Gediminas Petraitis,Kevin Scott,Dedric Taylor",89.02552023999391,66.33828657254242,57.834147930922136,71.0195988891115,4.0,20.333333333333336,121.66666666666669,121.33333333333331,132.0,131.0,273,1,0.7556818181818182,20.0
910,910,2020-03-03,20:00:00,Los Angeles Clippers,Oklahoma City Thunder,109,94,0,18203,OKC,LAC,"Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Luguentz Dort","Dennis Schröder,Abdel Nader,Terrance Ferguson,Nerlens Noel,Mike Muscala,Hamidou Diallo,Deonte Burton,Kevin Hervey","Kawhi Leonard,Marcus Morris,Paul George,Patrick Beverley,Ivica Zubac","Reggie Jackson,Lou Williams,Montrezl Harrell,JaMychal Green,Landry Shamet,Patrick Patterson,Amir Coffey,Rodney McGruder","Nick Buchert,Jacyn Goble,Bill Kennedy",73.32299845748122,50.69175882050023,81.07980408072319,76.106039503476,6.0,38.66666666666667,106.66666666666669,112.33333333333331,109.0,114.66666666666669,203,0,0.7556818181818182,20.0
911,911,2020-03-03,21:00:00,Golden State Warriors,Denver Nuggets,116,100,0,19520,DEN,GSW,"Jamal Murray,Gary Harris,Will Barton,Nikola Jokić,Paul Millsap","Jerami Grant,Monte Morris,Mason Plumlee,Michael Porter,PJ Dozier,Vlatko Čančar,Torrey Craig","Mychal Mulder,Andrew Wiggins,Damion Lee,Marquese Chriss,Juan Toscano-Anderson","Eric Paschall,Dragan Bender,Jordan Poole,Chasson Randle,Kevon Looney,Draymond Green","John Butler,Kevin Cutler,Kane Fitzgerald",76.44851097178685,37.47923897643238,60.028556547926996,42.55198388412893,4.0,35.333333333333336,110.66666666666669,116.0,103.66666666666669,112.33333333333331,216,0,0.7556818181818182,21.0
912,912,2020-03-03,21:00:00,Toronto Raptors,Phoenix Suns,123,114,0,15553,PHO,TOR,"Deandre Ayton,Devin Booker,Mikal Bridges,Ricky Rubio,Dario Šarić","Cameron Johnson,Jevon Carter,Elie Okobo,Ty Jerome,Cheick Diallo,Aron Baynes","Pascal Siakam,Norman Powell,OG Anunoby,Kyle Lowry,Patrick McCaw","Chris Boucher,Rondae Hollis-Jefferson,Terence Davis,Matt Thomas,Dewan Hernandez,Malcolm Miller,Stanley Johnson","Mark Lindsay,Rodney Mott,Leroy Richardson",76.96129077292358,36.47176595890882,75.06752260997543,28.88864073426573,5.0,18.0,117.0,108.0,116.0,110.66666666666669,237,1,0.7556818181818182,21.0
913,913,2020-03-03,22:00:00,Philadelphia 76ers,Los Angeles Lakers,107,120,0,18997,LAL,PHI,"Anthony Davis,Avery Bradley,LeBron James,Danny Green,JaVale McGee","Kentavious Caldwell-Pope,Kyle Kuzma,Rajon Rondo,Dwight Howard,Markieff Morris,Jared Dudley,Quinn Cook","Mike Scott,Al Horford,Tobias Harris,Shake Milton,Matisse Thybulle","Glenn Robinson,Furkan Korkmaz,Alec Burks,Raul Neto,Norvel Pelle,Kyle O'Quinn","Eric Dalen,Brian Forte,Zach Zarba",76.0387136672851,53.037263668545506,51.23806431141957,34.608754373652985,4.0,22.0,109.33333333333331,117.33333333333331,121.33333333333331,110.33333333333331,227,1,0.7556818181818182,22.0
